pathway,SIM01_V1,SIM01_V2,SIM01_V3,SIM02_V1,SIM02_V2,SIM02_V3,SIM03_V2,SIM03_V3,SIM04_V1,SIM04_V2,SIM04_V3,SIM05_V1,SIM05_V2,SIM05_V3,SIM06_V1,SIM06_V2,SIM06_V3,SIM07_V1,SIM07_V2,SIM07_V3,SIM08_V1,SIM08_V2,SIM08_V3,SIM09_V1,SIM09_V2,SIM09_V3,SIM10_V1,SIM10_V2,SIM10_V3
EC:4.95.68.730,3064.106,1657.105,6584.121,5784.586,1587.274,1412.434,3615.5,4567.296,3620.123,3294.993,4977.684,9937.159,539.344,3037.027,2859.05,2127.395,0,455.801,0,3780.39,1411.558,3604.379,3075.35,3153.439,3824.13,1822.309,4202.418,1824.457,5735.791
EC:3.29.80.399,2166.835,8193.134,3094.309,5350.064,2030.946,1971.469,1538.336,3874.575,3515.516,61.965,2885.879,2829.101,6261.066,3170.51,3315.312,3018.565,4879.14,1057.957,1312.473,4836.252,5295.752,3299.945,2961.05,2430.051,5538.695,4512.5,3967.862,2493.304,3628.125
EC:2.87.33.767,4353.113,3196.654,4248.873,1281.735,6873.766,5151.059,3985.264,5879.027,2492.344,1671.491,2073.223,0,3402.205,3952.893,1114.257,3102.947,2737.281,2474.747,2671.296,4529.795,2875.484,531.158,5580.322,3145.571,3138.5,4427.863,3741.784,3846.559,4176.222
EC:3.81.36.660,2947.97,4819.074,5052.337,5733.635,5057.64,1939.467,3334.54,2298.542,665.754,3198.887,378.756,3105.254,408.348,5273.144,2704.717,767.387,6075.02,0,1085.606,811.39,4346.131,3320.626,3593.882,3216.935,2204.809,4896.332,6935.476,994.269,1269.728
EC:6.2.25.457,1528.755,4525.969,0,3238.073,3693.36,1800.69,5866.133,3619.962,2097.471,4416.792,4421.903,4003.533,651.001,6050.035,0,5230.963,1419.038,5462.133,1772.79,4734.016,3364.057,3775.707,5747.581,3670.012,2089.56,529.711,3034.245,3449.623,3818.616
EC:1.51.79.420,2470.508,2270.116,2552.634,4906.618,6252.959,6240.498,0,1926.561,1411.77,1812.658,3949.804,3936.626,3701.708,2873.89,3398.932,4791.283,4098.543,2418.724,727.066,5937.64,2711.717,0,405.72,0,1216.176,5955.757,1681.046,5512.889,3569.929
EC:6.69.44.816,0,2558.911,4691.017,2332.435,1685.257,0,0,446.873,2839.157,3723.309,2800.622,0,4779.37,3607.057,4812.433,5228.53,522.504,3058.698,1799.701,2046.584,1876.628,4028.195,1992.314,3792.003,2710.057,1640.556,2522.064,0,5066.748
EC:5.55.52.588,1998.702,0,7327.926,1104.005,3463.265,3306.718,3837.689,570.477,3379.01,167.582,33.877,3102.325,2672.637,3653.087,2822.527,4191.65,2005.392,1372.245,1019.748,176.964,4481.304,7919.83,2140.642,1960.396,7911.881,5630.506,3055.582,5426.607,4800.844
EC:5.72.48.725,130.897,3963.457,3324.486,4728.256,4480.825,1479.404,4213.23,3578.175,5240.65,2655.986,3419.117,1876.405,4428.184,1301.107,2196.392,8857.416,701.049,4254.65,0,835.331,2613.372,4124.687,2798.369,811.562,4337.502,4835.648,4457.061,1925.866,2091.852
EC:1.86.96.136,5509.388,2016.504,1786.924,1482.118,3024.403,2128.952,4765.463,3936.673,1869.272,7940.514,2307.366,2450.06,6411.706,4805.837,1932.709,5367.709,5025.538,3060.22,6889.89,2739.937,2227.29,0,4541.477,5413.859,3471.78,1527.773,2043.894,2822.589,3937.897
EC:5.96.51.789,3791.821,3620.297,3382.885,4209.524,6056.53,0,2882.038,4233.55,1381.784,0,3855.55,5125.432,2407.307,5376.966,5062.84,4045.538,4503.92,0,1771.351,4473.576,4229.23,4274.549,2975.38,4230.898,4419.325,2841.632,5061.913,1618.566,2517.293
EC:1.70.82.140,2767.081,5771.289,3798.959,4097.533,5276.986,3627.104,2270.884,4225.384,1515.201,2578.95,5098.383,3551.25,0,2501.44,5174.201,0,3985.509,0,3451.047,102.882,3534.155,288.385,1740.112,3295.687,5073.028,4493.514,3832.968,3526.118,0
EC:2.57.1.992,3524.237,2818.117,654.945,2504.747,6353.711,2818.363,5171.957,4728.042,2271.043,2407.37,2807.874,4537.889,4178.685,4143.098,4727.38,6960.717,2716.079,2509.788,3446.517,2582.262,5391.836,3770.618,4777.732,3737.193,248.515,3088.917,5000.687,6995.847,5638.934
EC:3.22.37.700,1941.222,2638.269,324.333,1330.105,4862.813,4059.773,2280.194,3364.971,6135.277,4371.989,4092.417,2671.559,773.599,2634.624,8718.511,8257.337,2177.631,5208.363,3411.6,3079.053,1676.911,3622.837,4376.549,4953.539,5318.982,2716.137,720.833,3298.355,3287.678
EC:1.38.15.132,2885.732,4198.202,6161.594,2389.657,3408.743,5727.811,4145.258,3927.331,4445.022,1906.507,467.119,3171.763,2404.75,4417,0,4913.058,3476.925,2894.441,2774.047,3440.98,6434.018,4300.192,1158.925,974.202,0,6231.341,5665.134,1253.823,1300.668
EC:1.39.83.970,3904.815,3513.834,2118.068,4478.372,5389.076,2038.805,3110.03,1983.13,3067.442,1644.664,6861.192,1433.171,5209.619,5498.576,904.374,1073.399,376.094,3310.283,5405.055,3892.738,0,5688.111,2178.908,3159.798,420.122,3592.378,3527.573,2693.102,4814.287
EC:3.63.79.232,1479.29,2820.689,162.997,937.858,0,4433.969,2387.949,3374.049,2860.004,1413.673,460.46,3565.275,3926.06,1384.482,2207.824,5713.486,709.305,5687.97,2527.581,3302.089,4029.561,3646.379,1527.487,0,4149.466,6048.882,2204.608,3621.597,2186.769
EC:5.6.71.888,4129.11,3576.386,5826.979,0,217.142,938.108,554.676,4350.936,1810.24,5869.65,1425.515,6624.353,7.616,2718.623,2573.731,2457.272,2787.464,3739.777,2779.813,0,0,6588.295,3514.257,2762.78,0,3020.563,2229.945,3725.008,432.287
EC:4.23.72.470,2871.339,808.814,1336.004,4560.431,1788.891,2394.985,2476.643,1305.015,1924.331,6333.969,0,1573.855,0,3088.16,3386.947,3783.801,5038.794,2105.098,7831.035,4957.508,420.588,1813.248,1999.921,1789.9,1150.755,2713.964,912.418,926.48,3127.675
EC:3.88.68.481,3111.184,0,2879.826,2638.112,4765.742,2101.051,277.023,4602.235,5228.504,3343.067,2498.392,4859.956,977.548,1599.793,652.675,634.709,2395.285,2728.572,159.937,991.406,1819.753,760.178,1289.152,2258.628,5375.957,2117.24,7664.972,3298.502,1518.032
EC:2.98.85.585,4694.133,1724.379,2187.421,1285.274,2709.957,3737.987,0,2844.91,4160.017,2099.961,2640.325,5350.966,1281.092,2936.681,4326.731,2626.522,3455.498,1890.006,938.132,3190.672,4226.716,931.358,2974.604,3961.175,2688.055,2778.604,2475.723,5832.494,4244.536
EC:4.21.2.750,3254.097,1133.15,0,3632.431,3033.42,4225.97,3065.221,104.679,908.228,2960.592,5524.612,4620.994,1893.979,5622.649,2447.73,5159.861,4210.398,0,3808.255,3764.992,582.71,5142.312,3236.024,53.702,2346.307,6846.054,2682.446,2811.07,3306.778
EC:6.86.80.637,2457.287,4091.152,2662.209,2980.767,8352.808,0,3223.475,2728.395,5795.624,4827.559,404.627,0,3324.507,3587.513,2329.094,4810.73,1981.354,2236.865,4805.349,3458.707,2947.701,2685.108,6730.899,2264.368,5341.983,3323.281,2369.318,2034.022,1568.476
EC:3.23.27.26,2777.407,3202.524,4846.028,248.683,3765.137,1527.832,1695.006,2937.971,5732.053,0,621.144,4339.616,592.887,5409.083,3133.926,2459.029,4662.066,3855.923,3979.246,2008.299,0,3709.538,1915.523,2129.698,3518.501,3886.17,6029.069,5945.939,3318.942
EC:5.97.11.755,5353.816,7234.214,5071.51,0,4829.584,2420.372,5278.562,1208.871,617.333,105.943,5154.524,3213.155,2354.195,1394.208,1744.315,4953.819,3262.498,1043.118,4206.198,5237.146,0,8232.316,3877.027,0,5961.685,0,5892.538,4447.316,3071.858
EC:5.75.62.555,3407.617,4471.88,6434.707,8390.763,2451.149,1869.724,4381.647,5901.475,4461.041,6020.706,4593.654,7530.708,3210.598,0,1114.865,0,1960.799,0,1021.269,3275.014,1948.083,3887.911,6503.246,6681.424,4369.387,3389.71,2974.479,0,672.176
EC:6.96.5.310,2371.795,3242.347,1801.777,2036.114,4188.391,3300.571,3671.624,82.925,2700.006,2190.651,2473.261,5369.018,4053.926,4113.944,3570.45,432.547,3250.652,2360.64,1560.575,2382.461,2013.133,6658.3,699.9,4110.208,0,2334.33,3381.59,5952.152,3277.763
EC:2.67.31.629,3347.318,2785.47,833.737,4808.56,530.913,0,3293.306,5450.317,4406.008,0,2982.184,5008.34,6006.641,496.182,1070.774,1626.257,1612.561,904.36,3850.094,7922.645,3175.979,3905.894,6374.996,2811.059,4055.379,4949.551,2758.777,3987.923,2337.455
EC:1.19.36.480,3292.385,0,1552.103,0,3573.163,2901.72,7016.802,2724.895,4183.9,2165.894,3368.416,2324.212,3381.352,1705.645,3690.451,4490.927,3385.544,4035.696,0,3230.076,1887.442,3704.89,0,2366.029,1952.786,5245.662,1943.206,2178.389,1460.985
EC:3.50.57.210,2349.509,2915.071,6403.683,5174.68,4983.663,2393.046,3017.626,0,933.812,3589.914,3054.528,4018.617,3205.584,2351.098,0,5741.932,602.407,1119.435,1865.877,5404.077,1615.945,1272.521,4116.578,690.467,1221.969,0,2943.089,5419.165,1620.699
EC:1.92.68.901,3274.848,3696.104,2977.442,5179.473,1650.232,4156.532,460.145,3163.357,4452.277,2536.264,478.906,3672.286,1400.83,4815.472,2726.127,7778.24,2703.964,2371.301,1811.268,4415,877.044,3232.829,5494.529,3688.899,3185.163,33.32,789.379,3876.256,3577.36
EC:5.64.25.532,6777.325,5657.116,3107.882,5067.659,3546.175,5470.151,3667.452,1565.575,2426.432,2855.474,3732.819,303.586,2912.508,2104.337,3855.199,1194.905,5722,1059.268,2739.912,760.197,3703.252,2023.863,265.727,6539.043,2519.303,3840.082,5205.592,108.143,2959.814
EC:4.17.10.777,3072.51,3109.112,2659.098,3825.578,3008.419,128.27,5146.334,657.158,2606.863,3652.299,5896.638,4327.698,1026.84,6853.672,59.466,4232.15,71.717,4468.301,3831.12,2167.484,2179.145,2280.968,2133.22,71.618,1441.366,2148.047,3753.054,768.356,1769.173
EC:6.20.34.555,2503.547,2369.528,1139.605,0,5464.692,88.472,3625.263,2233.729,1561.116,4783.98,1017.958,2546.028,1265.247,1740.386,4775.67,5856.139,984.043,3642.432,2878.701,476.29,2164.874,1195.179,2879.363,3464.188,0,5278.287,2480.645,3252.48,3234.486
EC:3.98.75.487,4163.704,1729.38,3237.601,5855.362,2427.66,3525.121,2017.295,0,2952.317,3972.135,3450.799,2365.534,1084.085,1770.669,3380.794,965.434,3280.724,5965.422,1694.778,3060.973,2122.333,3659.238,5940.263,3186.483,1574.32,1225.339,5465.003,5730.742,2369.519
EC:5.59.54.561,5118.214,3204.246,3250.555,1383.851,4069.725,1640.255,7155.839,708.321,2686.389,1182.042,1428.452,0,1640.958,4754.906,242.433,5056.729,1342.714,2625.913,1325.947,2349.748,5811.744,1878.377,1750.145,3465.334,3745.181,3459.258,4284.451,1548.93,0
EC:5.87.86.673,2344.413,2458.404,3211.695,0,3852.527,1448.152,749.434,2658.35,787.046,4326.156,2462.498,3455.52,4683.786,6075.086,4537.395,2810.801,2730.889,941.987,3690.346,4289.64,5632.954,3132.517,1045.035,2214.281,5817.323,1663.376,2822.32,3064.733,4670.134
EC:6.58.78.387,3800.166,4159.121,2251.046,2937.633,3611.611,6569.599,298.269,3569.925,3753.705,4204.423,3912.555,3405.686,196.779,1645.052,3316.218,3395.696,0,282.271,2637.337,3179.028,5642.434,4437.506,2721.599,1612.543,2377.69,2176.454,3573.919,3975.95,4393.209
EC:4.26.65.893,2703.839,1788.322,4607.152,3862.17,6853.653,1023.351,4854.69,7965.951,2424.257,4932.967,3173.118,5791.967,2403.882,3867.343,4048.5,0,1679.135,2523.309,7045.756,4560.144,3159.587,1293.544,6088.682,2094.872,4335.738,5065.598,214.397,773.523,0
EC:6.25.4.648,2317.43,0,5730.173,1539.14,4864.207,0,4108.298,2524.748,3328.633,4525.932,3455.635,3225.851,2625.243,2206.265,496.49,3676.062,1983.886,3132.451,3340.794,4771.472,373.591,4230.85,3365.504,4332.101,2433.704,1469.787,3402.219,2024.703,4025.71
EC:2.94.93.165,2220.945,672.151,552.146,1028.438,3822.087,3052.276,3492.711,6506.477,328.551,2456.809,2223.924,2776.083,3323.663,2783.34,3089.384,4825.78,3240.759,4747.3,2708.155,2735.367,4670.139,7500.629,2419.722,5723.61,825.601,3329.367,6750.009,2439.706,126.644
EC:5.42.75.1,826.803,4995.795,2363.481,2950.486,167.936,2880.101,4590.474,3366.383,258.293,3078.315,3047.367,2687.221,2018.078,4125.753,4897.662,2884.164,1762.4,0,2512.769,6110.223,4119.251,4243.094,1735.089,1010.116,4372.459,893.266,1607.557,3335.046,1561.322
EC:4.61.70.403,4000.83,2656.109,781.704,2044.932,2164.194,3348.506,3135.948,1334.425,1482.818,5327.286,0,4225.869,4886.19,4599.38,775.587,2944.062,374.536,1250.902,4351.286,1511.935,4289.174,2930.442,573.961,59.486,3452.101,6079.282,5963.08,5461.258,0
EC:4.4.62.14,5582.532,1887.97,2284.695,992.677,2547.094,4593.602,3457.889,1352.386,3990.607,5149.438,2404.12,2657.514,0,4636.303,1671.329,4614.716,5317.18,4082.422,3427.894,1613.46,3476.921,1727.241,1916.443,5185.099,3234.508,375.79,4806.583,5417.125,5548.936
EC:6.51.40.943,3940.12,460.041,1799.757,3629.764,2382.23,3912.337,2106.266,5377.313,4578.23,3067.562,3159.78,4021.754,764.017,1710.963,3279.877,4479.895,0,2409.603,3086.001,1910.806,3862.267,4863.345,2293.206,2302.063,855.891,2959.449,3066.072,1951.562,3264.56
EC:4.96.7.812,3987.532,555.328,4377.755,4601.809,2469.808,2571.795,0,4555.348,7067.367,5264.936,5488.527,2533.848,4327.915,773.984,1976.35,4201.519,1960.187,3642.894,4995.377,3297.494,5646.119,1958.741,2832.902,1116.756,2799.994,447.307,4507.987,1633.117,1305.421
EC:5.58.72.707,2583.687,1532.339,5882.273,7446.603,4308.61,2979.633,2733.318,2759.181,2006.771,6258.965,2172.058,986.537,5103.013,2434.735,1438.908,5530.744,3936.98,1199.566,1711.781,3707.267,3236.557,5427.476,2350.808,908.934,6657.857,0,4755.484,6257.672,2336.71
EC:2.49.33.457,2538.865,1952.457,0,5890.484,2382.608,3744.257,7562.902,2942.551,1627.269,5264.445,3892.37,1794.316,4427.807,0,4330.879,2141.463,2707.713,5330.434,4090.219,6294.698,3019.589,1267.238,2011.798,1259.337,2661.052,4195.796,0,3780.009,2901.755
EC:6.73.11.909,6995.923,2684.804,4838.136,1073.318,330.772,5676.562,0,2471.964,2584.151,4638.118,6081.583,4191.817,1773.309,2685.668,4045.777,2665.417,349.553,3633.519,592.877,4766.192,2512.735,4181.944,4987.98,3802.366,2979.897,1142.161,3429.725,2668.841,3100.051
EC:2.51.80.533,5864.209,795.252,5827.584,1359.296,3302.731,1845.123,1406.274,2580.203,0,988.705,4807.336,0,1640.71,3233.165,525.462,4177.996,2599.379,4091.478,1977.171,3237.847,3744.413,3584.523,4229.28,0,3821.358,2581.118,5274.981,4205.187,4580.236
EC:6.99.46.418,2225.991,1494.697,3164.143,3510.173,3360.152,1811.398,0,4806.309,4225.013,2133.764,1953.887,4226.315,0,2482.856,2780.274,798.57,1991.962,1311.796,0,4606.976,5196.797,1413.316,2152.558,4429.057,3572.67,0,4430.06,4937.318,3894.381
EC:1.31.99.911,4163.608,3055.313,0,2166.053,0,4472.025,1037.342,4299.731,5098.523,2075.963,4323.482,870.865,5661.141,1030.929,1725.563,5997.079,0,2814.434,1551.162,3988.051,831.2,3692.467,3765.1,2919.385,585.948,5257.749,2887.897,4924.131,0
EC:5.98.15.854,1959.479,3177.883,5803.715,3985.634,4304.82,954.622,1621.494,2010.85,0,4375.931,2159.564,3170.94,1005.106,1981.328,1372.26,739.877,1983.022,4054.017,4125.25,2367.267,2749.925,2994.235,2695.533,722.696,1227.549,3455.971,4680.55,5073.237,2529.705
EC:4.36.36.725,3028.261,4045.603,3124.131,991.19,1711.144,5111.77,4926.633,2598.724,3987.608,544.386,1468.43,5520.342,1894.792,1903.913,816.363,356.817,0,3099.949,3511.279,4092.863,2208.222,1146.402,3058.544,1433.123,3209.27,1984.691,4992.151,2727.441,2105.837
EC:5.65.82.15,1948.257,863.733,2486.667,0,5327.777,4292.255,2627.787,2548.238,0,1984.271,2336.676,2058.182,7328.004,6267.215,8754.045,3082.762,5676.982,4320.355,452.566,4903.658,4734.712,4171.211,2713.352,2172.462,2335.181,2595.282,3365.137,937.825,2476.631
EC:4.49.84.535,3334.206,5062.309,2321.128,0,3718.17,2588.389,3842.024,4937.654,1992.945,1995.958,2641.193,2709.925,2875.197,3412.58,2446.96,3419.731,3743.81,1917.837,4114.564,1796.664,1000.799,0,5508.203,5798.217,186.129,1641.085,3742.243,806.033,1330.646
EC:6.93.68.544,3373.261,0,2958.302,10.431,3868.196,942.218,3021.068,1924.921,1557.157,2118.655,752.82,3720.343,0,4403.961,1703.554,3205.793,2873.023,0,561.904,4082.637,3955.525,3672.813,0,1127.418,1986.13,3875.314,3294.469,4172.784,134.766
EC:6.94.84.896,3369.408,3204.561,7012.951,3688.011,3650.664,2510.751,3508.408,438.151,1164.632,2623.693,3597.031,3706.436,4379.345,1924.066,3545.06,3219.172,1644.631,3665.706,2599.995,5130.866,3249.638,7895.434,1393.784,1521.032,0,5566.739,18.828,1349.528,2984.839
EC:4.37.1.134,2430.33,3213.863,4701.745,1821.646,3507.997,2924.002,1498.085,3105.689,2524.415,5039.897,2154.328,3355.648,2836.577,2072.432,4737.995,5018.067,7696.253,2910.17,5012.356,6125.12,3346.412,5575.545,1829.13,2035.505,5285.696,3122.253,2342.487,2457.5,4005.063
EC:6.75.22.744,1947.083,6202.05,5009.789,5133.03,3062.467,5207.373,4959.081,4094.238,4283.785,1023.525,1401.61,1759.238,5052.524,0,0,3221.696,2749.107,4871.361,2429.344,4286.032,2003.478,3840.45,0,4401.329,0,1221.829,1452.313,0,1174.934
EC:4.68.53.564,4321.871,4499.171,383.194,3504.717,2307.761,0,0,0,3603.254,4315.769,2144.023,3050.518,0,2810.563,3784.024,3275.971,3493.432,4363.99,2150.588,0,3720.634,4144.257,4093.978,3344.069,6063.611,4422.594,1439.698,3797.447,2915.149
EC:4.54.16.47,764.248,3111.706,3306.049,2814.773,1404.242,4434.596,3484.167,466.167,3009.443,6220.511,2302.347,3643.966,1023.357,4782.035,2758.758,3578.962,4814.785,3156.7,2281.903,5148.063,4775.242,7164.91,1345.492,509.735,4141.266,3114.297,3835.435,3374.417,7639.377
EC:3.91.65.420,1758.818,0,2994.317,2681.702,4427.918,2381.741,0,2446.465,5546.86,2591.479,2227.414,3507.928,3041.759,3761.353,1537.499,4477.548,3275.794,3734.55,820.715,2898.837,2772.862,618.545,2656.676,6285.122,4585.37,2845.375,1995.646,2251.326,3757.738
EC:4.83.96.963,0,5190.395,3645.741,5531.313,1767.439,753.041,8231.762,3938.177,3083.389,4660.41,7058.198,1654.923,4683.606,2242.338,8446.954,2662.614,0,0,1175.054,3845.09,5126.218,5668.629,3508.91,4811.61,2970.873,820.041,2548.881,1474.805,3203.723
EC:4.91.32.160,1446.989,1566.779,3581.923,4171.961,3120.501,2822.726,3165.83,2360.474,1438.656,3746.088,3374.149,1010.562,3515.199,4339.332,0,0,3410.737,4379.794,1251.209,2706.64,1333.544,2460.307,3341.885,8026.136,3096.102,6884.866,4576.269,4811.708,1993.822
EC:4.55.34.159,4999.484,2290.202,2564.198,1516.329,5352.094,4376.16,1325.503,3728.197,4083.128,1523.081,623.311,2443.356,5026.153,6428.38,6029.203,3325.447,2065.903,4212.188,4060.493,2238.85,3581.71,3405.626,4978.288,5597.653,0,4781.044,3289.168,4935.735,6052.741
EC:1.52.76.622,0,1437.326,420.195,2176.038,2112.173,2282.354,2100.614,0,2222.638,2961.569,2308.678,6528.512,3706.37,3295.53,2787.048,0,656.514,3150.573,929.241,5150.477,5623.056,3721.535,2426.402,0,2271.612,2936.982,3994.875,5593.701,2453.972
EC:3.91.88.996,2384.174,3158.402,1919.969,1879.672,2415.65,5741.032,3460.001,7773.363,1002.482,4046.034,4075.66,3554.241,2146.118,4547.992,1513.55,2013.136,5341.838,5459.945,3288.488,5878.865,0,6789.795,0,3096.552,4179.876,3346.054,4499.196,45.277,4345.198
EC:1.1.39.488,1290.319,4128.093,2271.301,6159.012,4178.973,7868.593,787.378,3092.987,4077.494,246.685,4447.997,3351.539,3640.206,2607.274,2456.5,3213.183,2748.83,3050.19,2256.915,0,792.854,3250.721,3631.071,4470.208,2359.586,4572.17,3380.908,1092.28,2358.909
EC:2.98.32.524,2569.856,2691.91,8461.983,3031.095,1114.999,4992.758,5712.939,2394.031,4421.729,0,962.881,2479.955,5426.883,6362.2,3900.574,3360.066,3593.296,2726.559,659.32,4239.472,2720.888,643.16,403.081,0,1632.282,2582.648,6193.892,0,2432.051
EC:3.24.93.195,2152.298,2825.752,2370.97,781.437,2194.157,1665.53,6030.811,1638.66,3812.259,2325.319,2226.056,1474.484,2305.175,4301.388,4763.539,5546.272,7228.033,0,1613.441,1928.214,438.377,2778.004,4600.614,4993.474,0,3007.217,1985.331,3834.416,0
